Index,tweet,Affect_Dimension,target
909,YOU NEED JESUS!   YOU NEED MERCY AND GRACE!,Depression,1
910,@SpnTentation Thank you! My first solo run!  #excited #andnervous,anger,0
911,never had a dull moment with u guys 馃挄,sadness,0
912,Laughter is an instant vacation\nTake a vacation now\n#vacation #laughter #happy #AlenaNaron #LifeCoach #Positvity,joy,0
913,Being an introvert is not easy...you can't even express how are you feeling to anyone :(,Depression,1
914,"Bertolacci will join Genoa on a dry loan with no option to buy, done deal- Sky....At last he's gone #rejoice",joy,0
915,"I don鈥檛 feel anything no more, I don鈥檛 cry anymore, I just take deep breaths and move on    ",Depression,1
916,Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.,fear,0
917,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",fear,0
918,@bitterbottom Such an amazing pic 馃槏,joy,0
919,"@BuffettSongs 'life is so spicy up on bar-b-q hill.....looking good, you look so fine' #soveryfine #wow #:)",joy,0
920,2 more weeks! 馃槷馃槉  #painfree,fear,0
921,Tone deaf: to express an obtuse insensitivity or lack of perception on issues of public sentiment and suffering. The ship has sunk &amp,Depression,1
922,@Walu2go @ThisisLukeOwen Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness,joy,0
923,"The person who goes straight to their room and is silent might not be  They might be an , who needs downtime to recharge.  ",Depression,1
924,Twitter is too small to describe what's going on in my mind right now...,Depression,1
925,@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still,fear,0
926,@DOBrienAJC What did you do to rile up all the Roberts?,sadness,0
927,never had a dull moment with u guys 馃挄,anger,0
928,"@edsheeran ballroom dancing class tomorrow, any advice for a first timer? ",fear,0
929,I'd give anything for a chance to just talk to my mom &amp,Depression,1
930,@ZELO96 That's right! Keep laughing and always smile 馃檪馃檭馃槈\nNow wat the heck was deleted I just woke up 馃槈馃槒,joy,0
931,"listening to the dune soundtrack while quietly crying in my bed, normal Wednesday night  ",Depression,1
932,Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor,fear,0
933,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !鉂�,joy,0
934,"Oklahoma, South Carolina, Idaho, and Louisiana I'll see you this fall 馃槏 #excitement",joy,0
935,Smile because you have the promise of tomorrow and the next day and the next day ..endless possibilities ! #focus #live #happiness,joy,0
936,"@HillF1 @SilverstoneUK I'm coming on Saturday for Qually and the race on Sunday, can't wait 馃槉 #excitement #needalewiscap",joy,0
937,Edge of my seat @GameOfThrones loved it #dragonsontheWall,anger,0
938,Thames beach #datamosh #glitch #glitchart #digitalart #abstractart #newmediaart #imagemanipulation #londontown #riverthames  #dystopia,sadness,0
939,I feel like absolut shit today my head is pounding  I'm nauseous woke up around 11 and I've only gotten out of bed twice and it's almost  2.,Depression,1
940,I am still a bit anxious but the attack has started to subside. This attack lasted all night. I think I need to speak with my pain management specialist. Time to look at funny animal memes,Depression,1
941,"I've lost many things, but earned many more. #grateful",joy,0
942,Be weird. Be #happy. Be #grateful. Be #positive. Be open #minded.\r#love #bliss #success,joy,0
943,Life is so lonely. At least I have my cat!,Depression,1
944,@GraysonDolan Happy Tuesday Gray 鉂も潳鉂� #excited,joy,0
945,"Animals love u unconditionally, unlike fake humans",Depression,1
946,My second attempt to kill myself failed successfully,Depression,1
947,Had my first in-person meeting at work in 2 years and by the end of it -- a whole 40 minutes -- I couldn't focus or talk. Please remember that for some people returning to in-person work will take time.,Depression,1
948,#sadness #cry 馃挃 dad will never understand his 3rd child,sadness,1
949,Tu me haces reir. - You make me laugh. 馃ぃ #laughs #friends #jaja #haha,joy,0
950,Missing the hell out of my Xbox I just wanna play hopefully I get it tomorrow missing my friend's low key,Depression,1
951,"Casper, Wyoming is just about  to witness totality 馃対馃寶 #amazing #Eclipse2017",joy,0
952,They cancelled Chewing Gum. #devastated,fear,0
953,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 馃檶馃徎 #WontHeDoIt",sadness,0
954,It's a #blessing to love it's a blessing to have someone to love,joy,0
955,@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 馃槂,joy,0
956,i do love shack shake,fear,0
957,"I'm an Indians fan so, I hate Joe Buck. Im glad he looks old af now. 馃槀 #bitter #AllStarGame",fear,0
958,I need someone to talk,Depression,1
959,"Whatever is worrying you right now, forget about it. Take a deep breath, stay positive and know that things will get better.   ",Depression,1
960,"@_lanimoreno and I had Chem, Anatomy, and now IB Sports together (': #amazing",joy,0
961,"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. #grateful 馃檹馃徑",joy,0
962,Yo dog will look you d3ad in the face and see you crying and still beg for a treat,Depression,1
963,Were starting an @insecurehbo club at my job. Every Monday we must be caught up on required watching. @opjumpstartlb @IssaRae,anger,0
964,@TimHortons Please please PLEASE make your jalape帽o jack sandwich a regular! I LOOOVE it!!!,joy,0
965,I've also had somebody anonymously try to get me fired for simply having .  And who cared? Nobody.,Depression,1
966,"Is it an illness to be so depressed at a world filled with war, murder, government corruption and children being bombed in hospitals? I'd be sick if I wasn't effected by these things, wouldn't I? 锔�   ",Depression,1
967,Have you thought about getting help?,Depression,1
968,"鈥淎mong the things you can give and still keep are your word, a #smile, and a grateful #heart.鈥� @TheZigZiglar #Success #Leadership",joy,0
969,this could be how you start a conversation with a loved one about depression: I have been feeling concerned for you lately,Depression,1
970,"They see I鈥檓 breathing, So they knew I鈥檓 living, But  what they never knew is my feelings  and  what I鈥檝e been fighting with.  ** 鈥淎live鈥� keychain will available soon  ",Depression,1
971,sometimes it feels like ...,Depression,1
972,"He aint flinch tho, I'll give him that lol",fear,0
973,I don't know but something is surely weighing me down,Depression,1
974,@TheSarahFader I don't even log on sometimes.,fear,0
975,psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face 馃檶,fear,0
976,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp,fear,0
977,"This morning, watched a hummingbird, two cardinals, a bunch of finches, a large bunny, and a baby bunny all feasting in the backyard. #happy",joy,0
978,@1ShawnT Yall hoes better learn how to hip-hop dance  and stop shaking yall ass all the time馃槀,fear,0
979,Believing in yourself is key in attaining what you want in your life. #start believing in yourself,fear,0
980,What is the best way to get out of depression,Depression,1
981,Never trust anyone. Not even your parents,Depression,1
982,I am so tired ever my tiredness is tired. How was your day friends??? Send me some positive thoughts...,Depression,1
983,"Be not the slave of your , but their master. But if U are so , so  &amp; so sore that your spirit cannot find deliverance &amp; peace even in , quickly go and give some pleasure to someone lowly or sorrowful,or to a guilty or innocent sufferer!   鈥楢bdu鈥檒-Bah谩",Depression,1
984,@AmyAndrewsFOX2 Good morning Amy #smiles  馃榾 It's good to be a @Lions fan. 鈽曗榾馃憵馃憼馃槑馃槝,joy,0
985,"@tabby313 Jen, awful funny how the tide has turned on this show! I am elated and amused! Goes from love fest to oh we have collusion!",joy,0
986,"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",sadness,1
987,@Kawells00 So bright that kill my heart馃槀,joy,0
988,and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp,fear,0
989,Getting an unexpected phone call that instantly cheers you up &amp,joy,0
990,Poetry of love 鉂わ笍 #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,fear,0
991,Don't be discouraged.,fear,0
992,My grace is sufficient for you...#motivation #bible #optimism,joy,0
993,@SenFeinstein @SenatorDurbin @SenFranken will @GOP donors like @HobbyLobby be prosecuted by FBI Dir for known #materialsupport,fear,0
994,"A little girl said. ""Why should I live for someone who will not appreciate the hard-work trying to fight my addiction? Why should live for someone who never tries to see from my perspective nor understand me?"" Then she jumped and soar among the heavens.  ",Depression,1
995,Happy Birthday beautiful 馃挒馃尲馃尰 @xan_radebe,joy,0
996,@MegZ1498 Before 10am town going clean up. Doh fret.,anger,0
997,Thx @DirectEnergy for hosting us @StampedeShaker 鉂わ笍 my boys @TomCochraneMUS @Trooper @Sloanmusic 馃槏 #great #nite,joy,0
998,#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,joy,0
999,"Day 2: Anger - when you get angry at everything without any reason. You can't handle small noises happening in your surroundings, but you cannot shout or tell, you need to be calm &amp; silent. That's what society teaches you   ",Depression,1
1000,Happy happy birthday @mrjaxtaylor  hope your day is f*n awesome! Have a drink or two or five for me!!,joy,0
1001,"I hate myself, I'm sleep deprived, depressed and I figured the best way to combat that is to cook beef and make fondue. at 5:30 in the morning. 馃檭 help   ",Depression,1
1002,if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to,sadness,0
1003,I don't know whether I'm exhausted or depressed,Depression,1
1004,Always look on the bright side of life 鈽�锔� #motivation,joy,0
1005,"@Kiranansi Phew, good. As much as I like adorable cats and dogs, your snek always makes me smile.",joy,0
1006,Sometimes I wished I heed my last haw,Depression,1
1007,@chadbowers Look forward to next years @heroesonline Con in Charlotte so i can get Darkhawk signed! #awesomeness,joy,0
1008,these gloomy days outside have me like 馃槏馃枻,sadness,0
1009,my biggest problem is overthinking everything,Depression,1
1010,@BugsySeigal been reading your Twitter this lunchtime... you're very angry aren't you 馃槀馃槀,fear,0
1011,Super excited and Counting down the hours until I see @Pink tomorrow night!!! #awesomeness 馃槏,joy,0
1012,Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.,fear,0
1013,Life can be a messy thing sadly Im one who would want to jump off a balcony but hold onto to one small glimmer of hope.,Depression,1
1014,@blonderella26 @Seahawksfan7777 @Shitlery @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's getting mad just like we like it 馃ぃ,fear,0
1015,"Right now I am teary-eyed, Lungs are empty, My heart full of hatred, Kid in me just died鈥� ",Depression,1
1016,@cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.,fear,0
1017,Sometimes I wish I could erase myself from existence as if I never lived. Just to see how much better everyone's lives are.,Depression,1
1018,@KOlusola @CurlineO Just look at those happy smiles! Beautiful! 馃挍,joy,0
1019,I'm shaking in my boots now. The Taffia are in full flow 馃槀馃槀,fear,0
1020,"鈥淎s he thinks, so he is; as he continues to think, so he remains鈥� - James Allen          ",Depression,1
1021,A box of 80 @krispykreme donuts.... #awesome \n\nNow that is how to celebrate a birthday!! Happy Birthday!! \n\nNeed celebration donuts now!,joy,0
1022,Chiropractor time  #crackle #pop #chiropractor,anger,0
1023,You got me w that one @AmazonPrime ! New #theTICK trailer is #hilarity,joy,0
1024,Great start. Exciting new innovation = new challenges. @VisaSecurity #VSS2017 #brilliance,joy,0
1025,"I had a really bad day yesterday, feeling very low. Then my daughter came home from school and gave me this. I have been made to feel like a failure, years of rubbish prof advice, taken advantage of for 馃捀 but there is light, one person believes in me.     https://t.co/kQKChl0pqU",Depression,1
1026,@CHARGERFANRV Ur so flippin funny!!! I love it!!! #burning!!!,anger,0
1027,The worst sadness is the sadness you have taught yourself to hide,Depression,1
1028,"Keep a relentless eye on your goals! Perseverance, joyful dedication, and unwavering focus will get you @AmyLeighMercree",joy,0
1029,"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10",anger,0
1030,"We're not born gaslighting ourselves, often we've internalized this voice from our emotional immune/wounded gaslighting parents.      ",Depression,1
1031,@MarcMero Happy Aniversary to you both! Hope you have a wonderful day!,joy,0
1032,When you are able to compare a mental illness to a physical illness it will help people put things into perspective and help bring a stop to the stigma.,Depression,1
1033,"鈥淢any people need desperately to receive this message: 鈥業 feel and think much as you do, care about many of the things you care about, although most people don鈥檛 care about them. You are not alone鈥�.鈥�  - Kurt Vonnegut.    ",Depression,1
1034,I 100% guarantee by the end of today I will either have dissociated or will still be dissociating,Depression,1
1035,@NBCNews @MarkHalperin @KeirSimmons Well that's funny cause we all know she is a serious Russian mafia atty,joy,0
1036,Fighting depression is exhausting.,Depression,1
1037,"So excited for the final 10 eps of @MTVteenwolf! So happy @dylanobrien is back and @TylerL_Hoechlin returns, as well as @ColtonLHaynes 馃槃鉂�",joy,0
1038,Have you thought about getting help?,Depression,1
1039,@TarigsOptimism The way they laughing tho lol 馃槅,joy,0
1040,#My #Mind is free of all aspects of #fear and #pain &amp,fear,0
1041,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,sadness,0
1042,@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,sadness,0
1043,"I've struggled to figure out how lightning works, but then it struck me.        #laughing #lol",joy,0
1044,I must be the only one who has Thursday blues 馃ぃ:(,Depression,1
1045,Whitey's for dinner. Called ahead! #shake #burger #seasonedcurlyfries #havetoeatfast,fear,0
1046,"It started w some fatigue, hallucinations of spiders and flappy things near my face. I ignored it. I can't be  Can't this stop someday? Why why why does it always come back. I CANT ANYMORE 馃槶馃槶馃槶",Depression,1
1047,Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?馃敟馃挦馃憛馃憛馃憛,anger,0
1048,McGregor is a clown 馃槀馃槀馃槀 #hilarious #MayweatherVsMcGregor,joy,0
1049,"So today, the love of my life moved in with me 馃槏馃槈馃槝 #happy #excited",joy,0
1050,"I don't have to know you, to love you, for we contain the same ingredients, and I love myself.    ",Depression,1
1051,"@SaidTheSky @DasEnergiFest @mitchell_thayne Bro, you should be #smiling you're bring all of us smiles. Share the experience #together",joy,0
1052,Why is everyone bullying me? 馃様馃挃,Depression,1
1053,I act like i dont care but i do,Depression,1
1054,I wanted to become the top idol! I will make everyone happy so cheer on me a lot鈾�,joy,0
1055,is real. And I wished the  talked more about it so I wouldn鈥檛 be a 32 year old dealing with it by myself. Speak up. Listen. And Care.,Depression,1
1056,@ChickfilA has forever changed my life 馃槏 #blessed,joy,0
1057,@Iamdepr47974144 Have you thought about getting help?,Depression,1
1058,"I don't know why I'm like this but, whenever I see him, I just smile and feel happiness when he's around馃挄",joy,0
1059,@SonaFanArt Isnt it too early? Thats really interesting 馃槮 i wonder what are they filming in kusadasi. It makes me so excited  :),sadness,0
1060,"So excited for tonight, I actually feel a bit sick 馃槄",joy,0
1061,I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 馃槝馃槝馃槝馃槝\n                    馃槝馃槝馃槝馃槝,joy,0
1062,@SteveConteNYC lovely! 馃榾,joy,0
1063,Please don鈥檛 talk to me for at least a week,Depression,1
1064,"@dwarsrivier_SA Welcome to the industry fellow #guides! Expect a future of #excitement, #hairraising tales and just allround #fun! :D",joy,0
1065,"And this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everythin鈥�",fear,0
1066,I feel like something is killing me inside,Depression,1
1067,"God's help for Israel in Isaiah 41:10, is for u today. Don鈥檛 be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up.",fear,0
1068,"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",joy,0
1069,Im not okay but its okay,Depression,1
1070,@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. 馃槉,sadness,0
1071,Because I'm happy clap aLong if you feel like happiness is the truth',joy,0
1072,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,anger,0
1073,It's arrived and can't wait to read and learn! #specialneedsandlegalentitlement 2nd edition. If it's as good as the 1st edition,joy,0
1074,So happy Steven and I were together to experience that 馃挒 she's so beautiful,joy,0
1075,@PaulCalafiore_ Absolutely ! Happy blessed Tuesday 鉂わ笍,joy,0
1076,"I'm in such a good place right now, so happy... 馃挍 I just wanted to share that #positivevibes #optimism #followingmydream",joy,0
1077,@turabelamedi Wayyyyy wayy wayyyy!! 馃槃,joy,0
1078,@mycharlibrown @pcbcat43 Happy birthday Mom what a wonderful cake delivery youre blessed,joy,0
1079,"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak",sadness,1
1080,Tumbling over in my mind Thoughts of myself drift A nightmare of wasted space,Depression,1
1081,"What's wrong is always available so is what's right, you decide on what to focus. #success ",fear,0
1082,Me on my panic attack meds:,Depression,1
1083,Im sick of being hurt and crying myself to sleep........,Depression,1
1084,It really took a lot of courage to open up about my depression. I am a mother of 2 &amp,Depression,1
1085,kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is #EXO so I'm accepting the name,fear,0
1086,@TheOpen @RoyalBirkdale_ I'll be there with @Jimbo_7 cheering on @MattFitz94 on Friday - can't wait!,joy,0
1087,Just enjoyed a delicious salad drenched in Theon Nectar's Greek Extra Virgin Olive Oil  鈥� absolutely DELICIOUS!! Mmmmm! #yummy #healthy,joy,0
1088,@JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo,fear,0
1089,@AmberX994874 Butcher Jim landed on his arse #hilarious #NinjaWarriorAU,joy,0
1090,What's the cost of happiness 馃様馃様,Depression,1
1091,Happy Birthday @ElColtonShow continue to be great and blessed to see many more.,joy,0
1092,Omg! It just keeps getting better! #MUGGYMIKE &amp,joy,0
1093,You can't talk about  to indian parents.馃槥,Depression,1
1094,Humans are naturally 鈥渉igh鈥�.   Drugs just remove all the artificial 鈥渓ows鈥� we鈥檝e attached ourselves to.   This isn鈥檛 to advocate drug use. The trick is to remove the lows without the assistance of drugs.,Depression,1
1095,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,fear,0
1096,@NikkiWoods Start where you are. Use what you have. So what you can. AND do it with a #smile and #confidence. 鉂�,joy,0
1097,@bravoallstarz looks like it's going to be an amazing season #cheer,joy,0
1098,Look at those U 鉂わ笍 like #Okja looks at #Mija - Be a #Mija &amp,fear,0
1099,"Can't even get a subscription to Paramount plus becuase I'm a peice of trash. No friends, NO CREDIT OR WAY TO GET CREDIT, and no RESPECT from even family. WHY DO I EVEN BOTHER TRYING TO LIVE A NORMAL LIFE!?!?    ",Depression,1
1100,Im sick of being me...............................,Depression,1
1101,Would be ever so grateful if you could record Garden of Forgiveness gentleman @LukeGoss @mattgoss #amazing,joy,0
1102,Would now be the time to go out and get COVID? With my luck it'll cause damage but not kill me,Depression,1
1103,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.,sadness,0
1104,@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific,fear,0
1105,Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness,joy,0
1106,"Having  and  is like being scared and tired at the same time.  It鈥檚 the  of  but no urge to be productive.  It鈥檚 feeling everything at once, then feeling paralyzingly numb鈥� so intensely   ",Depression,1
1107,"My anxiety and depression have been quite high lately, so to cope I have been binging Elden Ring to the point of hyper fixation. No the game is not adding to it, if anything it's held it at bay at a reasonable level which I am quite thankful for.   ",Depression,1
1108,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",sadness,0
1109,Im literally sick in the head for spending 209 on a stillz mask but im  so its ok,Depression,1
1110,Batman sits perched atop the roof lonely and aloof broken but rich tired of the sitch criminals running amuck he sits in depression down on his luck.,Depression,1
1111,@JaapUnited Sule is going to be a terrific player. Wouldn't be surprised to see him get some game time this year.,fear,0
1112,Thank God for grace,anger,0
1113,What harm could it do if I went back how I was before? What harm would it be?      https://t.co/sxJVCTmNZ5,Depression,1
1114,(y'all) #snap,fear,0
1115,-does something I thought was funny鈥�- -gets instantly yelled at..- -immediate shut down of all things.- I guess I can鈥檛 be me鈥�,Depression,1
1116,@WxLadyFelicia @WPTV @FOX29WFLX @cityofboynton That's a horrible picture cause it makes me jealous I am not there.,fear,0
1117,@titsjpeg Yeah funny and sexy 馃槏,joy,0
1118,@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,fear,0
1119,My #dark heart is filled with glee whenever I hear #thunder.,sadness,0
1120,@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,joy,0
1121,Fucking 9 am and I already want to lock myself in my apartment and pretend the outside world don鈥檛 exist.,Depression,1
1122,Sorry for being such a failure and being a disgrace.,Depression,1
1123,Almost had a mental break down but I鈥檓 ok now..馃檪鉁岎煆�,Depression,1
1124,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,sadness,0
1125,I love but I'm alone  I'm alone on my own  I'm alone in a full room  I'm alone when I sleep  I'm alone when I'm with you  I thought it would be different  I thought I'd be free  I thought I'd be treated as if you wanted me,Depression,1
1126,"What people never understand is that  isn鈥檛 about the outside , it鈥檚 about the inside.  When you can鈥檛 see something doesn鈥檛 mean that it isn鈥檛 there 鈥�           ",Depression,1
1127,馃挄 You don鈥檛 have to control your thoughts. You just have to stop letting them control you 馃挄,Depression,1
1128,America...just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,fear,0
1129,@RRakoto42 It only took me 39 seconds to fly over Mozambique. #awesomeness,joy,0
1130,I can't feel enything but stress and happiness but not in a good way  I feel numb 馃敧馃└馃槹馃槇馃枻馃挃,Depression,1
1131,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",fear,0
1132,I forgive everyone. It's rare for me to hold a grudge.,anger,0
1133,Na only breast fit cure this depression weh deh my body 馃ゲ馃挃馃様,Depression,1
1134,"Well it鈥檚 a rainy Friday, but feeling ok, definitely better than last year but not even close to where want to be, day by day one step at time, progress will come, need to be both patient and determined        ",Depression,1
1135,@LATMultilingual #whattheworldneedsnow indeed,joy,0
1136,"As you start and end your day, be thankful for every little thing in your life. You will come to realize how blessed you truly are.",joy,0
1137,Lost myself trying to please everyone now i鈥檓 losing everyone else trying to find myself . 馃枻馃挃馃,Depression,1
1138,The enjoyment of seeing the same thing your ex did to you happen to them! #karma #馃槀 #whatgoesaroundcomesaround,joy,0
1139,my friend turned notifications off for me its not confirmed but  馃槶馃挃馃槦鈽癸笍,Depression,1
1140,@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight 馃槀,anger,0
1141,"Finally, a good day, after weeks living under a   Hopefully, I've turned a corner but then I've seen too many false dawns to be in any way certain.  ",Depression,1
1142,if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to,fear,0
1143,Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin,sadness,0
1144,Can we talk about toxic workplaces? Do employers care about your mental well-being? 馃槶How often do employers listen to you? Do they even care about you or you're just one of the company's stats? 馃挃 馃挃,Depression,1
1145,"smile princess , it looks good on you ..",joy,0
1146,@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,anger,0
1147,Today is already off to a great start..... 馃檮,sadness,0
1148,Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,sadness,0
1149,We cannot let @Comcast #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @EA does!,fear,0
1150,@MGBarbieri @SpalkTalk And just saw your LinkedIn comment after I sent this! Thanks for the message 馃榾,joy,0
1151,"Another day of being in pain and no one feels. Another day of stress and depression and no one cares. Another panic attack, another headache. Another day of having to deal with people that got me to this point. But, when will all of this end? when am I gonna be free?  ",Depression,1
1152,Im never good enough for anyone.,Depression,1
1153,This beautiful photo is medicine for the soul,Depression,1
1154,@RealRobFowler @BatTheMusical Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 馃,joy,1
1155,This art piece was inspired by the current state of my mental health.,Depression,1
1156,I'd rather live in a prison behind bars than the prison inside my own mind.,Depression,1
1157,Full of #optimism after the FP Summit yesterday. Thanks to @melindagates @FP2020Global @UNFPA and @DFID_UK we're thinking about #HerFuture,joy,0
1158,Coming up on snap chat so add me asap MATEO_BKNY #snapchat,anger,0
1159,happy birthday bb! i hope u had an amazing birthday 馃帀 @ultsdonghan,joy,0
1160,Just #snorted #laughing @CommunityTV #outtakes @donaldglover @dannypudi #hilarious Best duo ever! @community,joy,0
1161,Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,joy,0
1162,"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",joy,0
1163,Good news.  Ten weeks from Friday will be a pretty good day. #carefree,joy,0
1164,See a TrueTwit\nwho's smiling so brightly.\nWell we reckon we're cool\nand we reckon rightly!!,joy,0
1165,"EAHelp: mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 馃槃 -Claire",joy,0
1166,When you're saving loads of money not drinking so you start buying ALL THE THINGS #sobergirlproblems  #sobriety,sadness,0
1167,I鈥檓 very disappointed on myself.  My lack of energy the last 2 weeks has been bad. I did not go in work or folded laundry. I. Even lack the gym. But why didn鈥檛 I fight it.,Depression,1
1168,"morning all, dealing with  depression etc is so very, very tiring,so remember.     ",Depression,1
1169,"I heard this quote, it went like this:  ""You want to die? Then throw yourself in the sea and you'll see yourself fighting to survive""  ""You don't want to kill yourself, rather you want to kill something inside of you""        ",Depression,1
1170,Working with alergies is the most miserable shit in the world #miserable #alergies,sadness,1
1171,Absolutely loving that people watching the #eclipse are cheering - for the sun! For the moon! For wonder! 馃挏 #beautiful,joy,0
1172,"Wonderful morning at my best friend's house.  She's at work! I'm writing, eating her delicious fresh bread &amp; cake &amp; drinking fresh 鈽曪笍 ",joy,0
1173,I don鈥檛 like my life and I feel guilty 鈥�.,Depression,1
1174,I'm crying while listening to that I couldn't pick my head up to even look at my phone.  and,Depression,1
1175,Recently i be in bad mood and always angry. Am i in depression??,Depression,1
1176,Heading to PNC today to get the ball going for my MA! #goingforit #nervous #excited,joy,0
1177,"Thus said the Lord God...鈥滻 have heard your #prayer, I have seen your #tears, behold, I will #heal you鈥�... 2kings 20:5a #hope #joy #jesus",sadness,0
1178,@jeonahjumma dont worry abt it bb,fear,0
1179,All I want is get my sister @ashleyclaw &amp,joy,0
1180,@IrregularChoice ..about 6/7 of the rose gold balls have come off 馃槶 #devastated,sadness,1
1181,I don鈥檛 know if it鈥檚 Covid Long haul but all I know is each day I get out of bed completely exhausted 馃槱 Each morning I hope today is the day I won鈥檛 feel like this anymore. Waiting for spring 馃檹馃徏,Depression,1
1182,Im fed up of life and want to die,Depression,1
1183,Well seeing the #Eclipse2017 was #amazing really cool even though it only lasted 2 mins,joy,0
1184,Yo on a Fr note I didn鈥檛 think I鈥檇 wake up today with so much pain. Man鈥檚 going through it and it hurts. Like my heart hurts yo.,Depression,1
1185,"What to do with a lack of intimacy in an otherwise healthy relationship? He's  &amp; I have . He says it's not personal but regardless, lack of intimacy is SO painful for me so I pull back too馃様 He finds it really hard to talk about feelings.  ",Depression,1
1186,Imagine walking in the street in silence and everyone is doing the same.  Spotify fix your shiz 馃槱馃槱馃ゲ,Depression,1
1187,"A #happy woman is always ., A #beautiful woman !馃槉馃槆\n#womanhood #beingwoman.",joy,0
1188,Welcome to our new follower @RahmanAccess Have a #wonderful Tuesday!,joy,0
1189,Love getting them calls,joy,0
1190,maliciously awwing me as i struggle to stay positively focused with  as was done when i cut my hair on cranestreet that back apartment tub side as if cutting my long hair was a sign of  awwing me to further anguish,Depression,1
1191,#happiness is a by- product of an effort to make someone else #happy.  - Gretta Brooker Palmer,joy,0
1192,I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,fear,0
